,id,title,rating,image_path,overview,vote_count,director,actor,country,release,movie_rating,runtime,genre,description,ott,,,,,,,,,,
408,7364,Sahara,5.8,/kyY1onYxkKBDlJsheRsVbMaoQEM.jpg,"Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.",1102,Andrew V. McLaglen,"Brooke Shields, John Rhys-Davies, Horst Buchholz",,1984,13+,106 min,"Action, Comedy","Intent on winning a competition in place of her distinguished late father, beautiful young heiress Dale takes on the guise of a man and competes in his spot, embarking on a car race that crosses the unforgiving Sahara desert.",amazon,,,,,,,,,,
409,7442,Sleeping with the Enemy,6.5,/jWbb8qCJX8Su1p90xFSG5kOAyC9.jpg,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",777,,,United States,1991,R,98 min,"Drama, Horror, Thriller","In this tense thriller, a battered wife (Julia Roberts) stages her death, moves, and assumes a new identity ??only to be threatened again once her husband learns of the ruse.",hulu,,,,,,,,,,
410,7445,Brothers,7,/ySXRgHCdelVtvUyHcKGpiQKb052.jpg,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam?ôs wife, Grace, and two children. Sam?ôs surprise homecoming triggers domestic mayhem.",1956,Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez, Shefali Shah, Kulbhushan Kharbanda, Rajendranath Zutshi, Ashutosh Rana","India, United States",2015,TV-14,155 min,"Action & Adventure, Dramas, International Movies","After a troubled past with their alcoholic father, two estranged brothers prepare to face each other again as rivals in a street fighting tournament.",netflix,,,,,,,,,,
411,7445,Brothers,7,/ySXRgHCdelVtvUyHcKGpiQKb052.jpg,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam?ôs wife, Grace, and two children. Sam?ôs surprise homecoming triggers domestic mayhem.",1956,Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez, Shefali Shetty, Kiran Kumar, Ashutosh Rana","India, United States",2015,13+,155 min,"Action, Drama, Sports","Fate makes two estranged brothers, David (Akshay Kumar) and Monty, (Siddarth Malhotra) clash after years of seeking redemption after their mother's accidental death. While his daughter is David's motivation, Monty, the internet sensation will go to any length for glory. Will this fighter brother duo manage to find peace and make up for their past?",amazon,,,,,,,,,,
412,7446,Tropic Thunder,6.6,/zAurB9mNxfYRoVrVjAJJwGV3sPg.jpg,"Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",4658,Ben Stiller,"Ben Stiller, Jack Black, Robert Downey","United States, United Kingdom, Germany",2008,R,107 min,"Action, Comedy","Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film.",amazon,,,,,,,,,,
415,7461,Vantage Point,6.4,/4mSh7NZiW36rUbpIgcKeGVcbSSx.jpg,The attempted assassination of the American president is told and re-told from several different perspectives.,1611,,,,2008,PG-13,90 min,"Action, Adventure, Drama","The President of the US is speaking outdoors in Spain when bombs explode and he is shot - a tv director, a Secret Service agent, a tourist with a camcorder, and more replay the event to uncover the truth!",hulu,,,,,,,,,,
416,7461,Vantage Point,6.4,/4mSh7NZiW36rUbpIgcKeGVcbSSx.jpg,The attempted assassination of the American president is told and re-told from several different perspectives.,1611,Pete Travis,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill, Edgar Ram√≠rez, Sa√Ød Taghmaoui, Ayelet Zurer, Zoe Saldana, Sigourney Weaver, William Hurt",United States,2008,PG-13,90 min,Action & Adventure,"Moments after he arrives in Spain for an antiterrorism summit, U.S. President Ashton is shot.",netflix,,,,,,,,,,
417,7484,Open Season,6.1,/w5Lctmkc1yah215Luxmci4djaiW.jpg,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",2100,"Roger Allers, Jill Culton","Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton",United States,2006,PG,86 min,"Children & Family Movies, Comedies","After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild ??and unprepared for the real world.",netflix,,,,,,,,,,
419,7520,Cocktail,6,/k9bYgwRANK3JHJQQQxOj1PYxGXF.jpg,"After being discharged from the Army, Brian Flanagan moves back to Queens and takes a job in a bar run by Doug Coughlin, who teaches Brian the fine art of bar-tending. Brian quickly becomes a patron favorite with his flashy drink-mixing style, and Brian adopts his mentor's cynical philosophy on life and goes for the money.",1059,Ra.Vijaya Murugan,"Yogi Babu, Niviksha Naidu, Mithun Maheswaran",,2020,13+,128 min,"Comedy, Drama","Four friends discover a corpse and decide to get rid of it. However, they soon get entangled in a sticky situation involving a sacred idol and an exotic bird.",amazon,,,,,,,,,,
421,7553,Waiting...,6.3,/h3NJDiaaliUH35ApXPu8PFKZwWz.jpg,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",568,Rob McKittrick,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner, Luis Guzm√°n, Chi McBride, John Francis Daley, Kaitlin Doubleday, Rob Benedict, Alanna Ubach, Vanessa Lengies, Dane Cook",United States,2005,R,94 min,"Comedies, Independent Movies",Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.,netflix,,,,,,,,,,
422,7555,Rambo,6.6,/45YC86aMjWlcPkvgWwqdI6Clq7b.jpg,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",2873,,,"Germany, United States, Thailand",2008,R,91 min,"Action, Adventure","Sylvester Stallone returns to the iconic character of John Rambo in this action sequel that finds the middle-aged veteran living quietly in Thailand as a mechanic and snake wrangler - until a group of American missionaries are caught up in the bloody Burmese civil war raging nearby and reach out to the reluctant killing machine for rescue. Julie Benz, Paul Schulze and Ken Howard costar in this long-awaited follow-up.",hulu,,,,,,,,,,
423,7737,Resident Evil: Extinction,6.3,/ebQcSZPZZeSH3wRJHaKrPWr6psC.jpg,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",3185,,,,2007,R,94 min,"Action, Adventure, Horror",Alice fights the Umbrella Corporation and their plan to replace humankind with a race of undead clones.,hulu,,,,,,,,,,
424,7874,Black Snake Moan,6.9,/pT7sB08oyNda5zIjeQ8qnjmkPMe.jpg,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.",656,Craig Brewer,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson, John Cothran, David Banner, Michael Raymond-James, Adriane Lenox, Kim Richards, Neimus K. Williams",United States,2007,R,116 min,"Dramas, Independent Movies","Lazarus finds Rae beaten and near death, and acts as a father figure to help redeem her. But before saving anyone, Lazarus must face his own demons.",netflix,,,,,,,,,,
425,7980,The Lovely Bones,7,/qPQpTz2ZdsznXTkNc8Kk8slEVZF.jpg,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",3641,Peter Jackson,"Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci, Michael Imperioli, Saoirse Ronan, Rose McIver, Christian Thomas Ashdale, Reece Ritchie, Carolyn Dando","United States, United Kingdom, New Zealand",2009,PG-13,136 min,"Dramas, International Movies, Sci-Fi & Fantasy","In the aftermath of her murder, 14-year-old Susie watches from beyond as her loved ones mourn and search for her killer who is hiding in plain sight.",netflix,,,,,,,,,,
426,7985,Penelope,6.7,/yq89qoyPEqugnTbIntLMCHRCupB.jpg,"Forlorn heiress Penelope Wilhern is cursed, and the only way out is to fall in love with someone of suitable stock. But how can she find her soul mate when she's sequestered inside her family's estate with only her parents to keep her company. This untraditional fairy tale about a girl who bucks convention to create her own happy ending.",1177,Mark Palansky,"Christina Ricci, James McAvoy, Catherine O'Hara, Peter Dinklage, Simon Woods","United Kingdom, United States",2006,PG,89 min,"Children & Family Movies, Comedies, Romantic Movies","In this modern fairy tale, a young woman cursed with the nose of a pig lives her life in seclusion ??until an unlikely beau stumbles onto the scene.",netflix,,,,,,,,,,
427,7985,Penelope,6.7,/yq89qoyPEqugnTbIntLMCHRCupB.jpg,"Forlorn heiress Penelope Wilhern is cursed, and the only way out is to fall in love with someone of suitable stock. But how can she find her soul mate when she's sequestered inside her family's estate with only her parents to keep her company. This untraditional fairy tale about a girl who bucks convention to create her own happy ending.",1177,Agustin Adba,"Cumelen Sanz, Juan Barberini, Sergio Pangaro",,2018,18+,67 min,Romance,"In the vain world of art, innocence perishes. This is Penelope's revelation, a young woman who after getting involved in a spiral of surface encounters, arrives into a world of new and exciting experiences, in a sort of moral abyss in which she will get more and more absorbed/involved.",amazon,,,,,,,,,,
429,8009,Highlander,6.9,/8Z8dptJEypuLoOQro1WugD855YE.jpg,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,1903,Russell Mulcahy,"Clancy Brown, Sean Connery, Roxanne Hart, Christopher Lambert",,1986,R,117 min,"Action, Adventure, Fantasy","An immortal Scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled ""Prize.""",amazon,,,,,,,,,,
430,8012,Get Shorty,6.5,/jpQKWcKAOPep4BAuJjJOod3BKNi.jpg,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",749,Barry Sonnenfeld,"John Travolta, Gene Hackman, Rene Russo, Danny DeVito",,1995,R,105 min,"Comedy, Suspense",HD. A Miami loan shark goes to Hollywood to collect a debt and tries to break into the movie business.,amazon,,,,,,,,,,
432,8052,Hard Eight,6.9,/1l5UaoP25Ak8PWCKIULQz70yF03.jpg,A stranger mentors a young Reno gambler who weds a hooker and befriends a vulgar casino regular.,600,Paul Thomas Anderson,"John C. Reilly, Gwyneth Paltrow, Samuel L. Jackson, Philip Baker Hall, Philip Seymour Hoffman",,1996,R,102 min,"Action, Comedy, Drama","John, a down-and-out gambler at an all-time-low meets Professional gambler Sydney. Under Sydney's fatherly tutelage, John becomes a successful small-time professional gambler, and all is well, until he falls for Clementine (Gwyneth Paltrow), a cocktail waitress and hooker.",amazon,,,,,,,,,,
433,8054,The Imaginarium of Doctor Parnassus,6.4,/ffmoKFV1paKDft2fqVANZamnP5j.jpg,A traveling theater company gives its audience much more than they were expecting.,2244,Terry Gilliam,"Heath Ledger, Christopher Plummer, Andrew Garfield, Verne Troyer, Lily Cole, Tom Waits, Johnny Depp, Colin Farrell, Jude Law","United Kingdom, Canada, France, United States",2009,PG-13,123 min,"Action & Adventure, Sci-Fi & Fantasy","When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.",netflix,,,,,,,,,,
434,8065,21,6.7,/efG8Po57alqSlhqHU1lXJ3duG6t.jpg,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",3692,Robert Luketic,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin",United States,2008,PG-13,123 min,Dramas,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.,netflix,,,,,,,,,,
